"id_str","uncivil","created_at","text","TOXICITY","SEVERE_TOXICITY","IDENTITY_ATTACK","INSULT","PROFANITY","SEXUALLY_EXPLICIT","THREAT","FLIRTATION","ATTACK_ON_AUTHOR","ATTACK_ON_COMMENTER","INCOHERENT","INFLAMMATORY","LIKELY_TO_REJECT","OBSCENE","SPAM","UNSUBSTANTIAL"
"788866757976924160","no","Wed Oct 19 22:17:46 +0000 2016","@TGowdySC is one of the few TO STAND his ground &amp; demanded accountability from Teflon Donna @HillaryClinton

Americ… https://t.co/yoqS3M7U6I",0.17937717,0.11520491,0.24138935,0.11748216,0.095191136,0.14578791,0.2544741,0.41399688,0.07785479,0.28606734,0.80953705,0.25958875,0.75395364,0.30966344,0.70454717,0.6891055
"788870760806821888","no","Wed Oct 19 22:33:40 +0000 2016","@SpeakerRyan have you ever tried working TOGETHER??????? https://t.co/eorU6vdwOd",0.14698158,0.14677092,0.17641771,0.116592094,0.15571907,0.22254248,0.2662616,0.52152675,0.07585669,0.7194381,0.87563443,0.13706249,0.89214396,0.18370736,0.7609126,0.72937065
"788883096447901696","yes","Wed Oct 19 23:22:41 +0000 2016","@jahimes @CTGOP non ignorant conservative??!? You sir can go back to the hell hole you came from and kiss my American ass!! Screw you!!",0.9496356,0.8928331,0.7921595,0.9249186,0.91917986,0.91067725,0.66364104,0.62674963,0.169169,0.91189426,0.32087895,0.5081379,0.9981716,0.9830818,0.044905413,0.06396586
"789254283363430400","no","Thu Oct 20 23:57:39 +0000 2016","@SpeakerRyan  let's focus on the cost of Healthcare. Perhaps make it so that Health insurance comps can group coverages across state lines.",0.099913776,0.06291923,0.11897521,0.10081678,0.098975755,0.17049603,0.19689588,0.339752,0.0035032977,0.18508522,0.15748724,0.057367977,0.18539378,0.010988589,0.02458757,0.14798692
"789460704130662400","no","Fri Oct 21 13:37:53 +0000 2016","@SpeakerRyan support Trump",0.12225943,0.08421884,0.117736876,0.12170643,0.09863556,0.14084755,0.124726415,0.21944742,0.020220991,0.32626358,0.4588935,0.136591,0.84656245,0.021361083,0.014445693,0.8655461
"789483953551970304","yes","Fri Oct 21 15:10:17 +0000 2016","@SpeakerRyan https://t.co/X2cJrErClz fuck you paul ryan",0.92703164,0.87514967,0.3224898,0.76374614,0.9199805,0.6522458,0.5586639,0.55669624,0.097449325,0.36495087,0.44523934,0.26817453,0.99930567,0.99369305,0.1603548,0.06711227
"789608633390755840","yes","Fri Oct 21 23:25:43 +0000 2016","@cathymcmorris @SpeakerRyan u guys r hilarious where u been fot he last 8 years, u haven't done shit",0.9231132,0.80708516,0.22501622,0.78708106,0.941362,0.3391477,0.45671338,0.39255822,0.03967209,0.59201556,0.5143842,0.325359,0.99892575,0.98813224,0.28009546,0.15829091
"789611327681548288","yes","Fri Oct 21 23:36:25 +0000 2016","@SpeakerRyan Paul Ryan sucks",0.9333964,0.7473183,0.50693065,0.91679,0.9193798,0.7991993,0.30806857,0.406285,0.04037915,0.3480845,0.5001495,0.5283363,0.97106767,0.9654577,0.09693005,0.79885787
"789683665399754752","no","Sat Oct 22 04:23:52 +0000 2016","@SpeakerRyan it's already severed so hang it up npw",0.43535665,0.27548018,0.14972648,0.22714543,0.22182131,0.10862805,0.5922448,0.19478196,0.021698488,0.41046226,0.70745033,0.35578164,0.539123,0.18440905,0.046270262,0.751994
"789801920810536960","yes","Sat Oct 22 12:13:46 +0000 2016","@SpeakerRyan And I blame you and the other rinos who did NOTHING to stop Obama!",0.4964023,0.2295532,0.33539093,0.33364493,0.16218302,0.05182662,0.220819,0.12374201,0.049277846,0.91189426,0.28212145,0.50874877,0.87923026,0.019519797,0.0065909037,0.51443803
"789806032553971712","no","Sat Oct 22 12:30:06 +0000 2016","@SenatorLankford why?  So businesses can take advantage of workers?  This change will have no negative impact on a business if done right.",0.09123101,0.025624556,0.06715694,0.056513138,0.036172885,0.05703693,0.075326584,0.11773744,0.004765703,0.21886167,0.4423458,0.06681189,0.12693511,0.007417829,0.016396195,0.20968477
"789891360253804544","no","Sat Oct 22 18:09:10 +0000 2016","@SpeakerRyan Have a 18% import tax to eliminate income tax. Stop immigration, foreign military Interventions, economic sanctions",0.23291582,0.14365466,0.26718408,0.14129445,0.13351388,0.18759635,0.3478215,0.43509543,0.004042774,0.2220125,0.5345681,0.14444111,0.373156,0.011499334,0.112708755,0.4428824
"789990321933418496","no","Sun Oct 23 00:42:24 +0000 2016","@SpeakerRyan.    Don't you wish you Republicans had participated in the beginning in stead of sitting  on your hands!!!",0.557496,0.41211036,0.5423293,0.5797504,0.3768046,0.32638368,0.36660123,0.47494796,0.040351376,0.904079,0.4388459,0.2618171,0.7742057,0.08712456,0.013668162,0.5690116
"790010926892220416","no","Sun Oct 23 02:04:17 +0000 2016","@SpeakerRyan Are you voting for Trump?",0.19744416,0.077079885,0.15364932,0.12533158,0.087469794,0.12219443,0.098627985,0.23075369,0.014634915,0.8391753,0.1369006,0.14856032,0.7886344,0.008488329,0.008614065,0.76550144
"790231197397950464","yes","Sun Oct 23 16:39:33 +0000 2016","@SpeakerRyan This is nothing new.Tell us what u did to fix it-ABSOLUTELY NOTHING! Accept responsibility. Go home we need workers not hot air",0.50333226,0.29775015,0.30352056,0.3763383,0.29795837,0.3834565,0.27200624,0.53177273,0.15234268,0.9307536,0.79491806,0.43716002,0.7206309,0.1773673,0.15019643,0.54025126
"790251628431572992","no","Sun Oct 23 18:00:45 +0000 2016","@TGowdySC when is she going to be jailed? https://t.co/YZyqLouwc1",0.3101148,0.19854659,0.36357942,0.22192372,0.15946677,0.20417,0.57354206,0.5746397,0.061892495,0.31828427,0.7784971,0.38578668,0.6985505,0.102147214,0.41493377,0.7623154
"790285272516796416","no","Sun Oct 23 20:14:26 +0000 2016","@SpeakerRyan @MitchMcConell @@CA4TRUMP https://t.co/cKnhlA78sq",0.22026148,0.26750135,0.21275155,0.23953873,0.26580206,0.22879513,0.2868518,0.47361955,0.042788893,0.30748516,0.80997586,0.14720634,0.9248177,0.87402546,0.8596862,0.6588312
"790321044775063552","no","Sun Oct 23 22:36:35 +0000 2016","@SpeakerRyan With Hillary all we'll get is scandal after scandal and a very corrupt federal justice department! Enough is enough!",0.3356559,0.14084093,0.1599433,0.2540035,0.17539884,0.15126944,0.2539962,0.34585416,0.0055862293,0.31306434,0.55053586,0.47260922,0.7643958,0.050322283,0.01995024,0.63174087
"790409292197265408","no","Mon Oct 24 04:27:15 +0000 2016","@SpeakerRyan how are you? Feeling comfortable and secure? Do you know you committed political suicide recently by not supporting OUR nominee",0.14759925,0.050366268,0.105195805,0.07995184,0.055678654,0.05676259,0.26758137,0.25483635,0.044823535,0.7921223,0.5070778,0.20864256,0.5465744,0.0138097415,0.09336642,0.34960115
"790605248150646784","no","Mon Oct 24 17:25:54 +0000 2016","@SpeakerRyan @McConnellPress My prayers to you both for the next four years leading our country. May the country still be in one piece.",0.4397854,0.45059595,0.39677662,0.39130634,0.44137466,0.375427,0.33236542,0.521501,0.25963372,0.59201556,0.7157383,0.26651114,0.46709105,0.11531464,0.45296207,0.6077561
"790651852283052032","no","Mon Oct 24 20:31:05 +0000 2016","@RepMcGovern Congrats on writing a great house tweet! https://t.co/J5V6bwqhmM (Ranked 32nd for Oct 23.)",0.064716674,0.039601173,0.1065761,0.06626959,0.06328972,0.099063866,0.22783476,0.4200407,0.46667206,0.59201556,0.50596637,0.13830946,0.561708,0.0326646,0.802059,0.7659706
"790724584202829824","no","Tue Oct 25 01:20:06 +0000 2016","@SpeakerRyan Resign RINO!!!",0.36203945,0.2543763,0.13807419,0.24707137,0.24806024,0.21057747,0.25547105,0.4387358,0.050849795,0.38902667,0.5675165,0.28369573,0.9203619,0.04410148,0.0617413,0.83883744
"790770872055238656","no","Tue Oct 25 04:24:02 +0000 2016","@RepKayGranger since you didn't support Trump I didn't support you. Democrat lite",0.20524493,0.07314622,0.2364859,0.24882764,0.12649141,0.09861166,0.16053843,0.21302108,0.10916851,0.84248173,0.25394315,0.2530512,0.78150654,0.0272652,0.016347548,0.6908287
"790918719568502784","no","Tue Oct 25 14:11:31 +0000 2016","@Clyburn The UN says the Assad regime kills so many people it amounts to an 'extermination' https://t.co/5zITJwUq4L",0.3908451,0.2781458,0.4236284,0.21629564,0.16881326,0.08210449,0.7658759,0.31522453,0.0057445453,0.24451068,0.6770018,0.63100827,0.70110166,0.0138950795,0.14122325,0.67978615
"791146226016194560","yes","Wed Oct 26 05:15:33 +0000 2016","@RepRussell sure! Go get an AR-15 and join me in Mosul in a few months. I'll be there. Will you? 
#SteveRussellisafuckingasshole",0.19794174,0.1878759,0.17725776,0.19405085,0.24466114,0.2969442,0.27061462,0.57754046,0.1631688,0.91189426,0.61925936,0.32853127,0.9203619,0.41862777,0.42681402,0.7052628
"791332565256896512","no","Wed Oct 26 17:36:00 +0000 2016","@pnehlen @SpeakerRyan @realDonaldTrump Karma will happen. May Ryan get everything he deserves.",0.3361763,0.2600437,0.23429376,0.3329736,0.29096106,0.23913586,0.50680816,0.48156342,0.017967524,0.22770122,0.8859199,0.6507858,0.87923026,0.72057414,0.20693831,0.72937065
"791388327274348544","yes","Wed Oct 26 21:17:35 +0000 2016","@SenToomey @Reince  RNC MJUST PAY TRUMP WORKERS....WE WILL @CANTORTOOMEY IF NOT PAYING THEM",0.32150817,0.22995731,0.27399218,0.33391386,0.26580206,0.270551,0.40148315,0.47005406,0.0046708104,0.1882186,0.8685104,0.19789572,0.74279827,0.11379744,0.14113276,0.72937065
"791462552450568192","yes","Thu Oct 27 02:12:31 +0000 2016","@jasoninthehouse @LINYIsles @realDonaldTrump your ass is gone next . Mr I defended security for Benghazi",0.8999913,0.77518564,0.38274547,0.7321623,0.8985617,0.95597285,0.48637328,0.6489062,0.18418784,0.59201556,0.40449008,0.5680319,0.995266,0.9832636,0.16130707,0.21909639
"791462752116146176","no","Thu Oct 27 02:13:19 +0000 2016","@jasoninthehouse switches bk to voting 4 trump b/c he finds no prblm w assault v a woman, afterall he has 2 yrs v assault planned 4 #HRC",0.19716854,0.08899181,0.12643202,0.13654195,0.11314567,0.14214204,0.3320562,0.41728413,0.0020404344,0.029831005,0.8470516,0.12099325,0.6938195,0.040371332,0.09075531,0.6337105
"791465277904924672","yes","Thu Oct 27 02:23:21 +0000 2016","@jasoninthehouse u r not 2  bright Jason r u ?!?! National disgrace Jason ..",0.76107866,0.46143743,0.38960525,0.72786087,0.4847962,0.240315,0.2674218,0.29880974,0.74748355,0.9307536,0.8375348,0.3110776,0.9227558,0.19094652,0.08597993,0.67754847
"791465999593725952","yes","Thu Oct 27 02:26:13 +0000 2016","@jasoninthehouse @realDonaldTrump thank you sir. Hold your nose if you must.",0.36592326,0.25844145,0.1349456,0.32630754,0.29663986,0.19994341,0.21290065,0.46513146,0.039254207,0.91638446,0.5229158,0.30676067,0.88012075,0.24251032,0.087170064,0.61465496
"791469280642543616","no","Thu Oct 27 02:39:15 +0000 2016","@jasoninthehouse @daveweigel @realDonaldTrump This is a joke, right?",0.21741161,0.11378471,0.09281609,0.1525402,0.10788511,0.0549018,0.14035481,0.14047375,0.19896433,0.60737824,0.81792235,0.2850742,0.9203619,0.7461446,0.46025062,0.79885787
"791605694898110464","no","Thu Oct 27 11:41:19 +0000 2016","@TGowdySC HRC must be disqual immediately! Illegal voter fraud by DNC caught on tape Ariz,Ohio,https://t.co/CeO3dl3nf2 on utube!Lock her up!",0.38448435,0.23798972,0.33074874,0.29796594,0.21813393,0.23218617,0.5594759,0.5062808,0.009990911,0.4783365,0.83466136,0.7165412,0.8767073,0.15943274,0.15280525,0.4763184
"791628353807802368","no","Thu Oct 27 13:11:21 +0000 2016","@jasoninthehouse thank you for making the RIGHT choice!! #VoteTrump #maga",0.105250165,0.117472105,0.1028177,0.09349453,0.09092216,0.07649775,0.08572889,0.15537196,0.021591257,0.29198992,0.7261312,0.21012712,0.606155,0.6028248,0.44624114,0.737078
"791651035022516224","yes","Thu Oct 27 14:41:29 +0000 2016","@RepTrentFranks what kind a crap this guy Trent is talking on @CNN he should be banned from tv @HillaryClinton @ananavarro @MariaTCardona",0.79696035,0.740736,0.56249064,0.78261787,0.82316184,0.31143677,0.5736058,0.48395485,0.28176543,0.29550028,0.5211808,0.57632065,0.9785962,0.98813224,0.17735845,0.28484875
"791654762580180992","yes","Thu Oct 27 14:56:18 +0000 2016","@jasoninthehouse It's about time you got some ba**s.",0.7454247,0.71655107,0.38197443,0.65594566,0.8003769,0.6531016,0.6173209,0.5675552,0.04724914,0.59201556,0.21629325,0.3621034,0.9914847,0.9919571,0.031362392,0.11219489
"791730603901071360","no","Thu Oct 27 19:57:40 +0000 2016","@jasoninthehouse @tedcruz @BrookeBCNN @TheLeadCNN @CNNSitRoom . Think About It: 10 Days Out/Looming Tsunami &amp; GOP Threatening With Old Ways",0.32224235,0.2313913,0.261204,0.28027034,0.24232867,0.25282392,0.48304927,0.4854422,0.017060502,0.14024335,0.9168533,0.35328168,0.8481073,0.69944817,0.59311146,0.5983968
"791784139447865344","no","Thu Oct 27 23:30:24 +0000 2016","@SpeakerRyan you are going to have more of the same with HRC, and you are partly responsible. Very disappointed in all of you in DC",0.56446993,0.33497524,0.21991692,0.54716635,0.26580206,0.14860001,0.23526835,0.35515165,0.070015945,0.9681729,0.16710848,0.25762212,0.8030759,0.027899569,0.023427084,0.38128847
"791789774835253248","no","Thu Oct 27 23:52:47 +0000 2016","@SenJohnMcCain and we wont be a terrorist supporter as ur country and president did suc as supporting isis ypg pkk and pyd.",0.50319546,0.3327617,0.524386,0.37631917,0.31340078,0.1661845,0.5350475,0.40618014,0.0029251298,0.59201556,0.6958008,0.6588612,0.859932,0.061865374,0.010946324,0.45613164
"791803915670986752","yes","Fri Oct 28 00:48:59 +0000 2016","@pnehlen @SpeakerRyan He's a democrat in the republican party! Ryan is in over his head! #MAGA #CrookedHillary #draintheswamp @hannity",0.28277713,0.15500806,0.2594843,0.279233,0.15537715,0.14377378,0.31577024,0.33874264,0.0024992893,0.06851986,0.88116974,0.52889436,0.8944726,0.9254658,0.20587277,0.57948637
"792002523326517248","no","Fri Oct 28 13:58:10 +0000 2016","@jasoninthehouse @SpeakerRyan @realDonaldTrump @SheriffClarke @Son0fLiberty1 https://t.co/iUvDNqrSMg",0.12212802,0.13144046,0.122603714,0.11547869,0.14077032,0.15531275,0.16704197,0.38419083,0.009289011,0.04687739,0.92942846,0.06629945,0.97106767,0.52112883,0.8949879,0.48819798
"792050009592127488","no","Fri Oct 28 17:06:52 +0000 2016","@jasoninthehouse #FBI @FBI They had no other choice but to come clean. We have many good agents. A few are corrupt... Just like Congress. JC",0.37526056,0.12865567,0.22522622,0.35198155,0.1620449,0.13064332,0.1908812,0.36956343,0.0004299225,0.03146974,0.7966536,0.15940127,0.5049269,0.013827958,0.08582851,0.7519906
"792056951979053056","yes","Fri Oct 28 17:34:27 +0000 2016","@SpeakerRyan Delete your account you spineless ass.",0.9226571,0.7473183,0.23460633,0.8394148,0.90219015,0.9249143,0.32873008,0.42760295,0.18219215,0.72761667,0.11771732,0.6479892,0.99412805,0.9832636,0.018262936,0.22132944
"792062886784929792","no","Fri Oct 28 17:58:02 +0000 2016","@chuckgrassley @dangarodnick @sengillibrand @senschumer I heard that before too",0.26143897,0.2917745,0.25788644,0.28146768,0.32089278,0.28317896,0.28316912,0.49395064,0.07034475,0.31073427,0.8653569,0.16724981,0.8225822,0.585443,0.6723179,0.72937065
"792072557398753280","no","Fri Oct 28 18:36:28 +0000 2016","@SpeakerRyan you took money from @georgesoros and this is just the tip of @HFA corruption @Italians4Trump @realDonaldTrump #TrumpPence16",0.38425472,0.21848626,0.12772202,0.23166856,0.15875602,0.08129291,0.20640397,0.24993171,0.05129103,0.29603583,0.90735304,0.26657337,0.964071,0.675688,0.8902622,0.5497035
"792159927322095616","no","Sat Oct 29 00:23:38 +0000 2016","@RepSwalwell Your account is just pictures of your feet and group photos, I appreciate your letter re Feds taking back payments 2/3",0.20152946,0.087208964,0.11011167,0.13718353,0.102219485,0.172424,0.19092204,0.47051954,0.029890604,0.35572672,0.76014066,0.0870161,0.44774085,0.016632691,0.5402231,0.6144526
"792161117787205632","no","Sat Oct 29 00:28:22 +0000 2016","@PatrickMcHenry

U.S. D.o:J covering up:

https://t.co/wIJFe3JeJ2

https://t.co/QktnDCx65M

https://t.co/2aVvZjy2uq

https://t.co/G1pAStPSaz",0.0795306,0.065040775,0.1226591,0.07343031,0.06697137,0.13766427,0.25637203,0.4672045,0.0037454367,0.05828885,0.89032257,0.018404746,0.8465642,0.040569525,0.93607247,0.40124866
"792338943798808576","yes","Sat Oct 29 12:14:59 +0000 2016","@SpeakerRyan shut the heck up! Do your job!",0.7143426,0.51022434,0.14192142,0.5589992,0.6376436,0.14211154,0.35914332,0.35914335,0.29495096,0.9444444,0.5019564,0.458949,0.9215016,0.55661756,0.041123025,0.71440357
"792389104960933888","no","Sat Oct 29 15:34:19 +0000 2016","@RosLehtinen @marcorubio @oppenheimera @MarioVargasLlo2 @CarlosAMontaner @soyfdelrinconVE @tutoquiroga… https://t.co/dv6jDS1T0r",0.16430667,0.21786214,0.2057125,0.15911946,0.15550496,0.17891054,0.2964312,0.4905419,0.005243476,0.03923392,0.8778886,0.053812705,0.9785962,0.50283253,0.93607247,0.56981623
"792411166370832384","no","Sat Oct 29 17:01:59 +0000 2016","@SpeakerRyan @GOP @mike_pence your so hung up on emails but you ignore the allegations/December 16 court date for #Trump. #JeffreyEpstein",0.39997157,0.22617841,0.18866926,0.32121634,0.24403916,0.18254872,0.47950768,0.42692012,0.0019006021,0.31710303,0.83284897,0.35462427,0.87923026,0.63649195,0.15021314,0.5044758
"792411829679120384","no","Sat Oct 29 17:04:37 +0000 2016","@jasoninthehouse There's overwhelming evidence that the Obama's, Clintons &amp; Bushes are corrupt to the core &amp; we have been totally deceived",0.5312863,0.26868528,0.37469032,0.5873845,0.32276395,0.16187137,0.22433624,0.39439815,0.006528696,0.2558438,0.6824693,0.27952746,0.6653153,0.010416144,0.041392963,0.757501
"792508343088664576","no","Sat Oct 29 23:28:07 +0000 2016","@SpeakerRyan No mention of subsidies though. Tell it straight.",0.10074872,0.058644082,0.13489723,0.07541805,0.0806183,0.10879951,0.10960929,0.18462674,0.032410115,0.68131256,0.41902822,0.17052439,0.47612563,0.039854072,0.03246886,0.72937065
"792887290544742400","no","Mon Oct 31 00:33:55 +0000 2016","@jasoninthehouse nothing in the emails!!its all a distraction!",0.2796041,0.11698926,0.11848854,0.1316516,0.09957051,0.07704907,0.16607939,0.1960222,0.015709076,0.34524527,0.68917054,0.18762167,0.78059626,0.06953451,0.19618936,0.77679163
"792960590599688192","no","Mon Oct 31 05:25:11 +0000 2016","@jasoninthehouse @realDonaldTrump  Like most older politicians, I hope you do not cheat later on , and look her in the eye when you get home",0.28315896,0.20511569,0.23488902,0.21521497,0.15260762,0.14606743,0.26638663,0.47260588,0.07848987,0.7682538,0.83466136,0.35667732,0.7206309,0.34338534,0.44366193,0.41797003
"793040661406687232","no","Mon Oct 31 10:43:22 +0000 2016","@SpeakerRyan https://t.co/vDuaUxAjiR",0.10639156,0.09944953,0.124446616,0.09589245,0.0959473,0.1601055,0.23381573,0.42847115,0.04729194,0.3821643,0.68149084,0.13468795,0.88435626,0.20794953,0.2654154,0.8923531
"793083225090457600","no","Mon Oct 31 13:32:30 +0000 2016","@TGowdySC H.Reid lied about Mitt paying taxes then bragged about his lie to UScitizens so by his own admission he's a PROUD LIAR #drainswamp",0.66463405,0.33571514,0.26976362,0.7024426,0.46377698,0.14389499,0.21917233,0.2134235,0.023767231,0.26118037,0.77782154,0.7279288,0.859932,0.77171403,0.26586285,0.5567458
"793167173938139136","no","Mon Oct 31 19:06:05 +0000 2016","@TGowdySC @jasoninthehouse https://t.co/wOneJa2QkO",0.19424158,0.21072589,0.17312475,0.19132568,0.19961019,0.2153556,0.19927704,0.4190942,0.027859509,0.14778242,0.89032257,0.10813981,0.83521813,0.4888992,0.8253275,0.751994
"793174244108689408","yes","Mon Oct 31 19:34:10 +0000 2016","@TGowdySC get her this time!",0.22749977,0.19667341,0.1090069,0.13706821,0.15738328,0.2696688,0.21891527,0.4985737,0.03676885,0.6415989,0.5050067,0.26595622,0.65452677,0.088702165,0.025478788,0.82633287
"793176240760823808","no","Mon Oct 31 19:42:06 +0000 2016","@JimPressOffice Jim Sensenbrenner, they meet in secret kind of like skull and crossbones cult?",0.17835939,0.14334428,0.14129007,0.124643564,0.088731095,0.08873989,0.26478308,0.28132445,0.014271407,0.596284,0.42427135,0.812815,0.8126411,0.03189215,0.022826944,0.68534493
"793256674664456192","no","Tue Nov 01 01:01:43 +0000 2016","@RepMarkWalker @STGilby compare it this...https://t.co/3YRjx12ape",0.10056641,0.091016725,0.09945735,0.07230378,0.07919551,0.12431631,0.219693,0.3818407,0.07072289,0.33365336,0.81584907,0.1304243,0.7625375,0.46989468,0.756489,0.8087275
"793257701472022528","no","Tue Nov 01 01:05:48 +0000 2016","@TGowdySC  say it aint so https://t.co/LfMFoZM1Du",0.09583264,0.076578766,0.1120083,0.076614425,0.06408889,0.1106563,0.20517008,0.3490765,0.017668456,0.31339434,0.7766822,0.16094123,0.77271694,0.06148425,0.27046415,0.85617423
"793387465038004224","no","Tue Nov 01 09:41:26 +0000 2016","@virginiafoxx Hacked Big Foundation #Rothschilds -&gt; 100k files-&gt; https://t.co/Di6VDlG4iq",0.08359632,0.03345566,0.06174168,0.03746341,0.03161652,0.07830591,0.111931525,0.32612246,0.011413595,0.13020682,0.8888621,0.11026962,0.8465888,0.12005371,0.82660854,0.63463557
"793458626207682560","yes","Tue Nov 01 14:24:12 +0000 2016","@RepBecerra is part of the Clinton coverup! All lies sir! You bunch of cock roaches have been exposed!!",0.89046246,0.8087745,0.5329472,0.86788064,0.85892,0.90230405,0.3720696,0.56704307,0.4038089,0.90188617,0.46516526,0.66088974,0.9877256,0.93719804,0.0306381,0.2904528
"793501054092578816","no","Tue Nov 01 17:12:48 +0000 2016","@RepAdamSchiff 
just saw u on TV...
Why no-one talks about Rape Allegations against Trump?
Court document:
https://t.co/E68gF0WXTo",0.39802137,0.21891081,0.26565832,0.2375151,0.26580206,0.6522458,0.39498574,0.4917174,0.048155837,0.6085705,0.52539766,0.5059715,0.84656245,0.29975727,0.09112668,0.6338676
"793513129120452608","no","Tue Nov 01 18:00:47 +0000 2016","@SpeakerRyan @mcuban @SpeakerRyan @FBI  how does This happen w no investigation? @CNN @MSNBC @FoxNews https://t.co/ieUVLPqSfL via @slate",0.12986808,0.083154574,0.09519263,0.08122493,0.088874064,0.089795105,0.23583364,0.35649148,0.005670005,0.031043123,0.88516676,0.22659278,0.948278,0.48822233,0.8253275,0.6685381
"793596702020083712","no","Tue Nov 01 23:32:52 +0000 2016","@SpeakerRyan Great! Finally! We'll believe you when it happens.",0.15546644,0.10963753,0.09961076,0.12220283,0.16455969,0.20137326,0.23445092,0.508663,0.09008259,0.79434025,0.5437037,0.26247364,0.59213144,0.17296143,0.07787965,0.72937065
"794016634033704960","no","Thu Nov 03 03:21:32 +0000 2016","@SenatorIsakson Sir, McMullin has a REAL policy for Syria. He served &amp; sacrificed. #VoteWithHonor #StandUpWithEvan https://t.co/sOQY5CtW33",0.17971149,0.11989725,0.2757132,0.11269371,0.08923519,0.10970957,0.32975367,0.39000383,0.007923833,0.1262569,0.9329897,0.23950563,0.8115154,0.431809,0.6164685,0.65954006
"794017466208976896","no","Thu Nov 03 03:24:50 +0000 2016","@SpeakerRyan Okay.",0.22520886,0.14120916,0.16334738,0.22055438,0.18656507,0.14612925,0.20193644,0.2785447,0.022292402,0.50403583,0.4761617,0.13044822,0.8045247,0.1454755,0.013663365,0.9206603
